"name","gender","income"
"Jorge Baker","Female","37500"
"Jorge Baker","Female","37500"
"Donna Bonilla","Male","17500"
"Donna Bonilla","Male","17500"
"John Ferguson","Male","17500"
"Nancy Fritz","Male","37500"
"Nancy Fritz","Male","37500"
"Nancy Fritz","Male","37500"
"Nancy Fritz","Male","37500"
"John Berg","Female","17500"
"John Berg","Female","17500"
"Randy Macdonald","Male","37500"
"Randy Macdonald","Male","37500"
"Dillon Zhang","Male","50000"
"Dillon Zhang","Male","50000"
"Joe Adkins","Male","50000"
"Eric Davis","Female","37500"
"Lauren Taylor","Male","50000"
"Lauren Taylor","Male","50000"
"Lauren Taylor","Male","50000"
"Kenneth Cooley","Female","37500"
"Herbert Anthony","Male","37500"
"Herbert Anthony","Male","37500"
"Herbert Anthony","Male","37500"
"Herbert Anthony","Male","37500"
"Jessica Parsons","Male","37500"
"Jessica Parsons","Male","37500"
"Pamela Mack","Female","37500"
"Christina Meyers","Male","50000"
"Denise Cuevas","Male","50000"
"Rachael Watkins","Female","37500"
"Samantha Roberts","Male","50000"
"Samantha Roberts","Male","50000"
"Jeremy Grant","Female","50000"
"Lee Erickson","Female","37500"
"Lee Erickson","Female","37500"
"Lee Erickson","Female","37500"
"Lee Erickson","Female","37500"
"Destiny Gill","Male","37500"
"Destiny Gill","Male","37500"
"Destiny Gill","Male","37500"
"Diana Hess","Male","50000"
"James West","Female","50000"
"Dustin Roach","Male","37500"
"Brian Alexander","Male","50000"
"Joseph Bailey","Male","17500"
"Joseph Bailey","Male","17500"
"Anna Graham","Male","50000"
"Anna Graham","Male","50000"
"Anna Graham","Male","50000"
"Timothy Salas","Male","50000"
"Daniel Wallace","Male","17500"
"Daniel Wallace","Male","17500"
"Daniel Wallace","Male","17500"
"John Decker","Male","37500"
"John Decker","Male","37500"
"Stephanie Wilson","Female","37500"
"Stephanie Wilson","Female","37500"
"Stephanie Wilson","Female","37500"
"Ryan Jackson","Male","50000"
"Trevor Clark","Male","37500"
"Trevor Clark","Male","37500"
"Scott Johnson","Female","17500"
"Scott Johnson","Female","17500"
"Scott Johnson","Female","17500"
"Emily Barron","Male","50000"
"Emily Barron","Male","50000"
"Emily Barron","Male","50000"
"Shawn Washington","Female","37500"
"Shawn Washington","Female","37500"
"Shawn Washington","Female","37500"
"Adam Gibbs","Female","50000"
"Adam Gibbs","Female","50000"
"Evan Mason DVM","Female","37500"
"Amanda Smith","Male","50000"
"Amanda Smith","Male","50000"
"Lisa Johnson","Male","17500"
"Lisa Johnson","Male","17500"
"Lisa Johnson","Male","17500"
"Elizabeth Hartman","Female","37500"
"Kevin Griffin","Male","37500"
"Martin Solis","Male","37500"
"Martin Solis","Male","37500"
"Martin Solis","Male","37500"
"Felicia Johnston","Female","50000"
"Felicia Johnston","Female","50000"
"Richard Ortiz","Male","50000"
"Richard Ortiz","Male","50000"
"Richard Thompson","Female","37500"
"Rebekah Baldwin","Male","37500"
"Jerry Perez","Male","50000"
"Jennifer Gregory","Female","37500"
"Jennifer Gregory","Female","37500"
"Gregory Taylor","Male","37500"
"Jacob Jones","Female","17500"
"Jacob Jones","Female","17500"
"Jacob Jones","Female","17500"
"Jacqueline Vazquez","Male","17500"
"Randy Tran","Male","37500"
"Timothy Russell","Female","37500"
"Vincent Valencia","Male","17500"
"Vincent Valencia","Male","17500"
"Lisa Maxwell","Male","50000"
"Lisa Maxwell","Male","50000"
"Lisa Maxwell","Male","50000"
"Margaret Cruz","Male","17500"
"Margaret Cruz","Male","17500"
"Michael Baker","Female","17500"
"Lisa Rosales","Male","37500"
"Lisa Rosales","Male","37500"
"Lisa Rosales","Male","37500"
"Lisa Rosales","Male","37500"
"James Sanchez","Male","50000"
"Gavin Vazquez","Female","37500"
"Gavin Vazquez","Female","37500"
"Gavin Vazquez","Female","37500"
"Jeffrey Simmons","Male","50000"
"Jeffrey Simmons","Male","50000"
"Robert Fox","Male","37500"
"Robert Fox","Male","37500"
"David Payne","Male","50000"
"Andrea Brown","Male","37500"
"Andrea Brown","Male","37500"
"Victor Perez","Male","50000"
"Victor Perez","Male","50000"
"Victor Perez","Male","50000"
"Victor Perez","Male","50000"
"Victor Perez","Male","50000"
"Brianna Frank","Male","50000"
"Jenna Gonzalez","Female","37500"
"George Hall","Male","17500"
"George Hall","Male","17500"
"George Hall","Male","17500"
"Kyle Juarez","Male","50000"
"Kyle Juarez","Male","50000"
"Kyle Juarez","Male","50000"
"Christopher Harper","Male","37500"
"Christopher Harper","Male","37500"
"Brent Welch","Female","37500"
"Michelle Crawford","Female","17500"
"Robert Holland","Male","50000"
"Robert Holland","Male","50000"
"Michael Christensen","Female","37500"
"Michael Christensen","Female","37500"
"David Jones","Female","37500"
"David Jones","Female","37500"
"Jason Maxwell","Male","17500"
"Jason Maxwell","Male","17500"
"Marilyn Thompson","Male","37500"
"Julie West","Female","17500"
"Julie West","Female","17500"
"Julie West","Female","17500"
"Patrick Moss","Male","50000"
"Patrick Moss","Male","50000"
"Lauren Hunt","Female","17500"
"Lauren Hunt","Female","17500"
"Lauren Hunt","Female","17500"
"Shane Carr","Female","37500"
"Shane Carr","Female","37500"
"Shane Carr","Female","37500"
"Shane Carr","Female","37500"
"Madison Smith","Female","37500"
"Savannah Jensen","Female","37500"
"Savannah Jensen","Female","37500"
"Lori Pearson","Female","50000"
"Lori Pearson","Female","50000"
"Lori Pearson","Female","50000"
"Jared Carter","Female","37500"
"Jared Carter","Female","37500"
"Christy Beltran","Female","50000"
"Christy Beltran","Female","50000"
"Michael Stuart","Female","50000"
"Michael Stuart","Female","50000"
"Louis Johnson","Male","50000"
"Louis Johnson","Male","50000"
"Hannah Thompson","Male","17500"
"Patricia Herring","Female","17500"
"Patricia Herring","Female","17500"
"Kristen Obrien","Male","37500"
"Kristen Obrien","Male","37500"
"Kristen Obrien","Male","37500"
"Katelyn Best","Male","50000"
"Katelyn Best","Male","50000"
"Michelle Payne","Male","37500"
"Michelle Payne","Male","37500"
"Michelle Payne","Male","37500"
"Michelle Payne","Male","37500"
"Michelle Payne","Male","37500"
"Anthony Zimmerman","Male","37500"
"Anthony Zimmerman","Male","37500"
"Christine Moore","Male","50000"
"Christine Moore","Male","50000"
"Christine Moore","Male","50000"
"Dennis Brooks","Male","50000"
"Dennis Brooks","Male","50000"
"Dennis Brooks","Male","50000"
"Brittany Juarez","Male","37500"
"Mr. Bobby Holmes","Male","50000"
"Mr. Bobby Holmes","Male","50000"
"Mr. Bobby Holmes","Male","50000"
"Mr. Bobby Holmes","Male","50000"
"Neil Williams","Female","17500"
"Anthony Long","Male","17500"
"Anthony Long","Male","17500"
"Anthony Long","Male","17500"
"Anthony Long","Male","17500"
"Stephen Medina","Male","17500"
"Denise Solomon","Female","37500"
"Denise Solomon","Female","37500"
"Denise Solomon","Female","37500"
"William Larsen","Male","37500"
"William Larsen","Male","37500"
"William Larsen","Male","37500"
"William Larsen","Male","37500"
"Timothy Shah","Female","37500"
"Timothy Shah","Female","37500"
"John Marshall","Male","37500"
"Amber Clark","Male","17500"
"Amber Clark","Male","17500"
"Bradley Arnold","Female","17500"
"Bradley Arnold","Female","17500"
"Bradley Arnold","Female","17500"
"Jeffrey Scott","Male","37500"
"Jeffrey Scott","Male","37500"
"Sherry Holland","Male","50000"
"Sherry Holland","Male","50000"
"Sherry Holland","Male","50000"
"Carmen Taylor","Male","50000"
"Carmen Taylor","Male","50000"
"Regina Kelly","Male","50000"
"Jennifer Bishop","Male","37500"
"Joseph Wilson","Male","37500"
"Joseph Wilson","Male","37500"
"Anne Richard","Male","50000"
"Corey Shaw","Female","37500"
"Yolanda King","Female","50000"
"Yolanda King","Female","50000"
"Yolanda King","Female","50000"
"Yolanda King","Female","50000"
"Jeremiah Day","Female","50000"
"Jeremiah Day","Female","50000"
"Andrea Stone","Female","17500"
"Andrea Stone","Female","17500"
"Andrea Stone","Female","17500"
"Andrea Stone","Female","17500"
"Stephen Small","Male","50000"
"Stephen Small","Male","50000"
"Stephen Small","Male","50000"
"Stephen Small","Male","50000"
"Kelly Graves","Female","17500"
"Kelly Graves","Female","17500"
"Rebecca Lester","Male","17500"
"Rebecca Lester","Male","17500"
"Rebecca Lester","Male","17500"
"James Henderson","Male","50000"
"Darryl Thompson","Female","17500"
"Darryl Thompson","Female","17500"
"Karen Pittman","Female","17500"
"Megan Burns","Male","37500"
"Megan Burns","Male","37500"
"Megan Burns","Male","37500"
"Joseph Edwards","Male","17500"
"Joseph Edwards","Male","17500"
"Kelly Jones","Female","50000"
"Kathryn Barnes","Female","37500"
"Kathryn Barnes","Female","37500"
"Kathryn Barnes","Female","37500"
"Andrea Silva","Male","17500"
"Andrea Silva","Male","17500"
"Andrea Silva","Male","17500"
"Ronald Valdez","Male","17500"
"Jeffrey Wilson","Female","37500"
"Jeffrey Wilson","Female","37500"
"Jennifer Moody","Male","17500"
"Juan Chang","Female","17500"
"Juan Chang","Female","17500"
"Juan Chang","Female","17500"
"Brittany Allison","Female","17500"
"Christopher Mendoza","Male","37500"
"Christopher Mendoza","Male","37500"
"Susan Robinson","Male","50000"
"Susan Robinson","Male","50000"
"Susan Robinson","Male","50000"
"Jamie Solomon","Male","50000"
"Thomas Ford","Male","17500"
"Charles Wood","Male","50000"
"Ashley Snyder MD","Female","37500"
"Ashley Snyder MD","Female","37500"
"Ashley Snyder MD","Female","37500"
"Lisa Holt","Male","37500"
"Lisa Holt","Male","37500"
"Lisa Holt","Male","37500"
"Taylor Wilcox","Female","50000"
"Ms. Brittany Allen","Male","37500"
"Sandra Ross","Male","50000"
"Edward Miller","Male","50000"
"Andrew Watts","Male","50000"
"Andrew Watts","Male","50000"
"Andrew Watts","Male","50000"
"Andrew Watts","Male","50000"
"Andrew Watts","Male","50000"
"Damon Gonzalez","Female","50000"
"Tara Hughes","Female","37500"
"Kim Williams","Male","37500"
"Kim Williams","Male","37500"
"Heather Wells MD","Male","50000"
"Heather Wells MD","Male","50000"
"Jeremiah Delacruz","Male","17500"
"Jeremiah Delacruz","Male","17500"
"Daniel Barker","Male","50000"
"Daniel Barker","Male","50000"
"Austin Davis","Male","17500"
"Caleb Campbell","Male","50000"
"Alyssa Moore","Female","17500"
"Alyssa Moore","Female","17500"
"Alyssa Moore","Female","17500"
"Dr. Jason Martinez","Male","50000"
"Tracy Sutton","Male","50000"
"Jill Hall","Male","17500"
"James Fowler","Male","37500"
"James Fowler","Male","37500"
"Angela Anderson","Female","37500"
"Angela Anderson","Female","37500"
"Angela Anderson","Female","37500"
"Angela Anderson","Female","37500"
"Wanda Parker","Male","50000"
"Wanda Parker","Male","50000"
"Paige Smith","Male","50000"
"Joe Fernandez","Male","50000"
"Joe Fernandez","Male","50000"
"Christopher Reese","Female","37500"
"Richard Drake","Female","37500"
"Richard Drake","Female","37500"
"Michelle Peterson","Male","17500"
"Michelle Peterson","Male","17500"
"Michelle Peterson","Male","17500"
"Mary Martin","Female","37500"
"Mary Martin","Female","37500"
"Mary Martin","Female","37500"
"Jennifer Patrick","Male","50000"
"Robin Matthews","Female","50000"
"Troy Smith","Male","37500"
"Bernard Wilkins","Male","50000"
"Bernard Wilkins","Male","50000"
"Andre Davis","Female","37500"
"Andre Davis","Female","37500"
"Elizabeth Willis","Male","50000"
"Dawn Glenn","Male","37500"
"Dawn Glenn","Male","37500"
"Dawn Glenn","Male","37500"
"Mary Griffin","Male","50000"
"Jennifer Flowers","Female","37500"
"Ashley Carter","Male","17500"
"Ashley Carter","Male","17500"
"Ashley Carter","Male","17500"
"Clinton Morales","Male","17500"
"Susan Blankenship","Male","37500"
"Curtis Frank","Male","17500"
"Christopher Nguyen","Female","37500"
"Jean Hampton","Male","17500"
"Jean Hampton","Male","17500"
"Victoria Williams","Male","50000"
"Victoria Williams","Male","50000"
"Jeffrey Miller PhD","Male","17500"
"Jeffrey Miller PhD","Male","17500"
"Heather Escobar","Female","17500"
"Travis Jones","Female","37500"
"Travis Jones","Female","37500"
"David Edwards","Male","50000"
"Ryan Weaver","Male","50000"
"Shawn Mcneil","Male","37500"
"Thomas Shaw","Male","37500"
"Catherine King","Male","50000"
"Catherine King","Male","50000"
"Catherine King","Male","50000"
"Cameron Miller","Female","37500"
"Cameron Miller","Female","37500"
"Elizabeth King","Male","17500"
"Elizabeth King","Male","17500"
"Elizabeth King","Male","17500"
"Elizabeth King","Male","17500"
"John Fernandez","Male","50000"
"Nicholas Anderson","Male","37500"
"Amanda Ayala","Female","37500"
"Amanda Ayala","Female","37500"
"Amanda Ayala","Female","37500"
"Mr. Steven Jacobs Jr.","Male","50000"
"Jennifer Mahoney","Female","37500"
"Jennifer Thomas","Female","17500"
"Donald Salazar","Male","50000"
"Donald Salazar","Male","50000"
"Abigail Johnson","Female","37500"
"Abigail Johnson","Female","37500"
"Tammy Malone","Male","17500"
"Tammy Malone","Male","17500"
"Sherry Williams","Female","37500"
"Sherry Williams","Female","37500"
"Aaron Lopez","Male","37500"
"Aaron Lopez","Male","37500"
"Antonio Webb","Female","37500"
"Antonio Webb","Female","37500"
"Erica Waller","Male","17500"
"Erica Waller","Male","17500"
"Brittany Roberts","Male","37500"
"Brittany Roberts","Male","37500"
"Brittany Roberts","Male","37500"
"Christopher Hernandez","Female","17500"
"Christopher Hernandez","Female","17500"
"Gina Ray","Male","50000"
"Gina Ray","Male","50000"
"Gina Ray","Male","50000"
"Gina Ray","Male","50000"
"Gabriel Kelly","Male","50000"
"Gabriel Kelly","Male","50000"
"Robert Morales","Female","17500"
"Lisa Thomas","Female","37500"
"Allison Miller","Female","17500"
"John Reed","Female","17500"
"John Reed","Female","17500"
"John Rose DDS","Female","37500"
"Keith Vega","Female","50000"
"Keith Vega","Female","50000"
"Keith Vega","Female","50000"
"Keith Vega","Female","50000"
"Keith Vega","Female","50000"
"William Powers","Female","37500"
"Katie Thompson","Female","50000"
"Katie Thompson","Female","50000"
"Katie Thompson","Female","50000"
"Robert Nicholson","Female","37500"
"Stephanie Floyd","Male","17500"
"Jennifer Deleon","Male","37500"
"Danny Molina","Female","50000"
"Kyle Pena","Female","50000"
"Eric Pearson","Male","50000"
"Levi King","Male","17500"
"Levi King","Male","17500"
"Levi King","Male","17500"
"Levi King","Male","17500"
"Benjamin Alvarez","Female","17500"
"Benjamin Alvarez","Female","17500"
"Benjamin Alvarez","Female","17500"
"Jack Burns","Female","37500"
"Jack Burns","Female","37500"
"Jack Burns","Female","37500"
"Robin Turner","Male","50000"
"Kayla Miller","Male","50000"
"Kayla Miller","Male","50000"
"Rachel Everett","Male","37500"
"Rachel Everett","Male","37500"
"Seth King","Male","37500"
"Seth King","Male","37500"
"Seth King","Male","37500"
"Dwayne Charles","Female","37500"
"Ricardo King","Male","37500"
"Ricardo King","Male","37500"
"Dennis Marshall","Male","50000"
"Dennis Marshall","Male","50000"
"Elizabeth Cummings","Male","37500"
"Elizabeth Cummings","Male","37500"
"Frances Underwood DDS","Male","17500"
"Frances Underwood DDS","Male","17500"
"David Lee","Male","17500"
"Jonathan Fernandez","Male","17500"
"Jonathan Fernandez","Male","17500"
"Robin George","Female","37500"
"Robin George","Female","37500"
"Robin George","Female","37500"
"Stephen Crawford","Male","50000"
"Stephen Crawford","Male","50000"
"Elizabeth Richard","Male","37500"
"Elizabeth Richard","Male","37500"
"Jamie Ross","Male","37500"
"Jamie Ross","Male","37500"
"Jamie Ross","Male","37500"
"Monica Hill","Male","17500"
"Linda Garcia","Female","17500"
"Rebecca Jefferson","Male","37500"
"Rebecca Jefferson","Male","37500"
"Rebecca Jefferson","Male","37500"
"Paula Mcclure MD","Male","50000"
"Paula Mcclure MD","Male","50000"
"Matthew Harris","Female","37500"
"Brian Foster","Male","50000"
"Brian Foster","Male","50000"
"Cassandra Taylor","Male","37500"
"Cassandra Taylor","Male","37500"
"Cassandra Taylor","Male","37500"
"Mr. Jason Ortiz","Male","37500"
"Melinda Sanders","Male","50000"
"Melinda Sanders","Male","50000"
"Melinda Sanders","Male","50000"
"Kristin Brown","Male","37500"
"Kristin Brown","Male","37500"
"Kristin Brown","Male","37500"
"Kristin Brown","Male","37500"
"Kristin Brown","Male","37500"
"Steve Schneider","Male","50000"
"Steve Schneider","Male","50000"
"Adam Shaw","Male","50000"
"Adam Shaw","Male","50000"
"Amy Reed","Female","37500"
"Kelly Mitchell","Female","50000"
"Kelly Mitchell","Female","50000"
"Dwayne Fleming","Female","50000"
"Kimberly Moore","Female","17500"
"Anne Meyer","Female","37500"
"Anne Meyer","Female","37500"
"Marissa Conner","Female","17500"
"Marissa Conner","Female","17500"
"Marissa Conner","Female","17500"
"Ray Lewis","Female","17500"
"Lisa Hunter","Male","50000"
"Lisa Hunter","Male","50000"
"Lisa Hunter","Male","50000"
"Caitlin Thomas DDS","Female","17500"
"Shawn Moore","Male","17500"
"Jared Barton","Male","50000"
"Jared Barton","Male","50000"
"David Hill","Female","17500"
"David Hill","Female","17500"
"Sherry Reed","Male","50000"
"Mark Ramos","Male","37500"
"Antonio West","Male","17500"
"Antonio West","Male","17500"
"Antonio West","Male","17500"
"Antonio West","Male","17500"
"Michael Prince","Female","50000"
"Sierra Alexander","Female","17500"
"Sierra Alexander","Female","17500"
"David Hill","Female","37500"
"Steven Stewart","Male","17500"
"Steven Stewart","Male","17500"
"Sheila Gibson DVM","Male","17500"
"Sheila Gibson DVM","Male","17500"
"Scott Walls","Female","37500"
"Scott Walls","Female","37500"
"Scott Walls","Female","37500"
"Edward Tapia","Male","37500"
"Matthew Moore","Female","17500"
"Dennis Cunningham","Female","17500"
"Joseph Davis","Male","37500"
"Catherine Wilson","Male","50000"
"Caleb Santos","Male","17500"
"Bradley Schneider","Female","37500"
"Bradley Schneider","Female","37500"
"Bradley Schneider","Female","37500"
"Bradley Schneider","Female","37500"
"Anthony Trujillo","Male","37500"
"Anthony Trujillo","Male","37500"
"Anthony Trujillo","Male","37500"
"Anthony Trujillo","Male","37500"
"Michelle Meyer","Female","50000"
"Michelle Meyer","Female","50000"
"Martin Chandler","Male","37500"
"Joshua Freeman","Female","37500"
"Alejandro Bell","Male","50000"
"Lindsay Dunn","Male","50000"
"Shelley Johnson","Female","37500"
"Shelley Johnson","Female","37500"
"Andre Reed","Male","50000"
"Antonio Duran","Female","37500"
"Antonio Duran","Female","37500"
"Christopher Ashley","Male","37500"
"Patricia Russell","Male","50000"
"Patricia Russell","Male","50000"
"Eric Martin","Female","50000"
"Isaac Clark","Male","37500"
"Isaac Clark","Male","37500"
"Isaac Clark","Male","37500"
"Andrea Rodriguez","Male","50000"
"Andrea Rodriguez","Male","50000"
"Andrea Rodriguez","Male","50000"
"Shane Dillon","Male","17500"
"Shane Dillon","Male","17500"
"Mrs. Melissa Myers MD","Male","50000"
"Marc Zamora","Female","17500"
"Marc Zamora","Female","17500"
"Marc Zamora","Female","17500"
"Marc Zamora","Female","17500"
"Marc Zamora","Female","17500"
"Marc Zamora","Female","17500"
"Kimberly Perez","Male","37500"
"Kimberly Perez","Male","37500"
"Jeremy Calhoun","Male","50000"
"Robin Alexander","Male","50000"
"Robin Alexander","Male","50000"
"Martin Potter","Male","17500"
"Martin Potter","Male","17500"
"Martin Potter","Male","17500"
"Douglas Miller","Male","37500"
"Douglas Miller","Male","37500"
"Douglas Miller","Male","37500"
"Theresa Hamilton","Female","37500"
"David Ryan","Male","50000"
"David Ryan","Male","50000"
"David Ryan","Male","50000"
"John Odom","Female","17500"
"John Odom","Female","17500"
"Anthony Casey","Male","50000"
"Anthony Casey","Male","50000"
"Zachary Johnson","Female","50000"
"Cory Gray","Female","37500"
"Cory Gray","Female","37500"
"Nicholas Perez","Male","17500"
"William Adams","Male","50000"
"William Adams","Male","50000"
"Sandy Murray","Female","50000"
"Sarah Wilson","Male","37500"
"Nicole Hurley","Female","50000"
"Jack Esparza","Male","50000"
"Jack Esparza","Male","50000"
"Eileen Howard","Female","37500"
"Heather Vaughan","Male","50000"
"Heather Vaughan","Male","50000"
"Sophia Reeves","Male","37500"
"Sophia Reeves","Male","37500"
"Sophia Reeves","Male","37500"
"Elizabeth Scott","Male","50000"
"Diana Stout","Female","37500"
"Diana Stout","Female","37500"
"Juan Martin","Male","37500"
"Anna Thompson","Male","17500"
"Anna Thompson","Male","17500"
"Anna Thompson","Male","17500"
"Ronald Wallace","Male","17500"
"Ronald Wallace","Male","17500"
"Michael Garcia","Male","17500"
"Luis Luna","Female","37500"
"Lucas Howell","Male","17500"
"Lucas Howell","Male","17500"
"Lucas Howell","Male","17500"
"Lucas Howell","Male","17500"
"Lucas Howell","Male","17500"
"Lucas Howell","Male","17500"
"Kenneth Thomas","Male","50000"
"Larry Taylor","Male","37500"
"Larry Taylor","Male","37500"
"Tina Murphy","Male","50000"
"Tina Murphy","Male","50000"
"Shannon Martinez","Female","37500"
"Monica Wilson","Male","50000"
"Monica Wilson","Male","50000"
"Monica Wilson","Male","50000"
"Donna Harrington","Male","37500"
"Matthew Rich","Male","37500"
"Matthew Rich","Male","37500"
"Michael Diaz","Male","50000"
"Mrs. Leah Montoya","Male","50000"
"Mrs. Leah Montoya","Male","50000"
"Mrs. Leah Montoya","Male","50000"
"Mrs. Leah Montoya","Male","50000"
"Robert White","Male","50000"
"Robert White","Male","50000"
"Danielle Ray","Female","37500"
"Brittany Flores","Female","37500"
"Kelly Chandler","Male","17500"
"Kelly Chandler","Male","17500"
"Kelly Chandler","Male","17500"
"Adam Hardin","Male","50000"
"Michael Fritz","Female","37500"
"Amber West","Female","37500"
"Linda Lee","Female","37500"
"Linda Lee","Female","37500"
"Christopher Perez","Male","17500"
"Christopher Perez","Male","17500"
"Brittany Sims","Female","37500"
"Brittany Sims","Female","37500"
"Brittany Sims","Female","37500"
"Paige Johnson","Male","37500"
"Christian Gibson","Female","37500"
"Christian Gibson","Female","37500"
"Christian Gibson","Female","37500"
"John Evans","Male","17500"
"Renee Bird","Male","37500"
"Ruth Lee","Female","17500"
"Ruth Lee","Female","17500"
"Jason Cook DVM","Male","50000"
"Jennifer Kaufman","Male","50000"
"Jennifer Kaufman","Male","50000"
"Jessica Baker","Female","37500"
"Jessica Baker","Female","37500"
"Laura Jacobson","Female","17500"
"Laura Jacobson","Female","17500"
"Laura Jacobson","Female","17500"
"Joan House","Female","37500"
"Joan House","Female","37500"
"David Meyer","Female","50000"
"David Meyer","Female","50000"
"Gail Boyd","Female","37500"
"Michelle Brown","Female","50000"
"Michelle Brown","Female","50000"
"Michelle Brown","Female","50000"
"Ashley Lopez","Female","37500"
"Crystal Oliver","Male","37500"
"Crystal Oliver","Male","37500"
"Katherine Sullivan","Female","50000"
"Katherine Sullivan","Female","50000"
"Alyssa Anderson","Female","50000"
"Alyssa Anderson","Female","50000"
"Jason Lang","Male","50000"
"Whitney Palmer","Female","17500"
"Whitney Palmer","Female","17500"
"Whitney Palmer","Female","17500"
"Whitney Palmer","Female","17500"
"Whitney Palmer","Female","17500"
"Timothy Olson","Male","37500"
"Cory Smith","Male","50000"
"Cory Smith","Male","50000"
"Annette Williams","Female","37500"
"Annette Williams","Female","37500"
"Nicole Kemp","Male","50000"
"Nicole Kemp","Male","50000"
"Nicholas Davis","Male","50000"
"Nicholas Davis","Male","50000"
"Michael Snyder","Male","37500"
"Michael Snyder","Male","37500"
"Michael Snyder","Male","37500"
"Brian Gutierrez","Female","37500"
"Joshua Bryant","Male","37500"
"Joshua Bryant","Male","37500"
"Joshua Bryant","Male","37500"
"Joshua Bryant","Male","37500"
"Lindsey Wilson","Male","50000"
"Joseph Montgomery","Male","37500"
"Daniel Smith","Male","17500"
"Daniel Smith","Male","17500"
"Jason Harvey","Female","17500"
"Jason Harvey","Female","17500"
"Jason Harvey","Female","17500"
"Matthew Sanchez","Male","17500"
"Matthew Sanchez","Male","17500"
"Matthew Sanchez","Male","17500"
"Matthew Sanchez","Male","17500"
"Matthew Sanchez","Male","17500"
"Mr. Nicholas Castillo","Male","37500"
"Gary King","Male","17500"
"Shane Martin","Female","37500"
"Shane Martin","Female","37500"
"Brittany Montes","Male","50000"
"Justin Livingston","Male","37500"
"Justin Livingston","Male","37500"
"Victoria Martin","Male","50000"
"Victoria Martin","Male","50000"
"Victoria Martin","Male","50000"
"Michael Davis","Male","37500"
"Denise Morris","Male","50000"
"Jessica Skinner","Male","50000"
"Joseph Friedman","Male","37500"
"Katie Dean","Male","50000"
"Katie Dean","Male","50000"
"Adam West","Male","37500"
"Adam West","Male","37500"
"Adam West","Male","37500"
"Angela Wells","Male","50000"
"Chad Monroe","Female","50000"
"Chad Monroe","Female","50000"
"Shawn Thompson","Female","50000"
"Shawn Thompson","Female","50000"
"Shawn Thompson","Female","50000"
"Shawn Thompson","Female","50000"
"Kristen Crawford","Female","17500"
"Kristen Crawford","Female","17500"
"Kimberly Smith","Female","37500"
"Christopher Williams","Female","17500"
"Christopher Williams","Female","17500"
"Nichole Garcia","Female","17500"
"Nichole Garcia","Female","17500"
"Michele Peck","Male","50000"
"Brian Brown","Female","17500"
"Brian Brown","Female","17500"
"Brian Brown","Female","17500"
"Angela Miller","Male","50000"
"Angela Miller","Male","50000"
"Taylor Jones MD","Male","37500"
"Taylor Jones MD","Male","37500"
"Taylor Jones MD","Male","37500"
"James Garcia","Male","17500"
"James Garcia","Male","17500"
"Melissa Nelson","Female","50000"
"Laura Rodriguez","Female","17500"
"Laura Rodriguez","Female","17500"
"Gregory Nguyen","Female","37500"
"Gregory Nguyen","Female","37500"
"Mia Riddle","Male","17500"
"Daniel Brown","Female","37500"
"Daniel Brown","Female","37500"
"Daniel Brown","Female","37500"
"Daniel Brown","Female","37500"
"Edward Henry","Male","17500"
"Erik Austin","Male","37500"
"Erik Austin","Male","37500"
"Erik Austin","Male","37500"
"Ashley Alvarez","Female","17500"
"Ashley Alvarez","Female","17500"
"Regina Browning","Male","37500"
"Cory Chambers","Female","37500"
"Cory Chambers","Female","37500"
"Cory Chambers","Female","37500"
"Emily Fields","Male","50000"
"Emily Fields","Male","50000"
"Julie Brown","Female","37500"
"Julie Brown","Female","37500"
"Julie Brown","Female","37500"
"William Mason","Male","37500"
"William Mason","Male","37500"
"Kara Taylor","Female","37500"
"Kara Taylor","Female","37500"
"Kara Taylor","Female","37500"
"Kara Taylor","Female","37500"
"Cheryl Sullivan","Male","50000"
"Cheryl Sullivan","Male","50000"
"Cheryl Sullivan","Male","50000"
"Eric Black","Male","50000"
"Eric Black","Male","50000"
"Eric Black","Male","50000"
"Amy Rodgers","Male","50000"
"Amy Rodgers","Male","50000"
"Amy Rodgers","Male","50000"
"Jeffrey Freeman","Female","50000"
"Jeffrey Freeman","Female","50000"
"Jeffrey Freeman","Female","50000"
"Jeffrey Freeman","Female","50000"
"Jacob Johnson","Female","37500"
"Edward Rodriguez","Male","50000"
"Edward Rodriguez","Male","50000"
"Edward Rodriguez","Male","50000"
"Jamie Smith","Female","50000"
"Jamie Smith","Female","50000"
"Jennifer Ferguson","Male","37500"
"Jennifer Ferguson","Male","37500"
"Jennifer Ferguson","Male","37500"
"Anthony Evans","Male","17500"
"Travis Kelly","Male","50000"
"Travis Kelly","Male","50000"
"Nicole Wallace","Male","17500"
"Nicole Wallace","Male","17500"
"Sarah Taylor","Male","50000"
"Samuel Sanchez","Male","37500"
"Samuel Sanchez","Male","37500"
"Samuel Sanchez","Male","37500"
"Stephanie Dudley","Male","50000"
"Stephanie Dudley","Male","50000"
"Miss Cynthia Berger","Male","50000"
"Miss Cynthia Berger","Male","50000"
"Miss Cynthia Berger","Male","50000"
"Stephanie Lee","Male","17500"
"Stephanie Lee","Male","17500"
"Stephanie Lee","Male","17500"
"Stephanie Lee","Male","17500"
"Stephanie Lee","Male","17500"
"Mr. Ryan Martinez","Male","37500"
"Raymond Mcdonald","Female","37500"
"Raymond Mcdonald","Female","37500"
"Michael Mcdaniel","Male","50000"
